annual_revenue,billing,billing.amount,billing.currency,billing.plan,created_at,domain,email,employee_count,id,industry,integrations,integrations.hubspot,integrations.salesforce,integrations.slack,metadata,metadata.account_manager,metadata.priority,metadata.region,metadata.support_level,metadata.tier,name,updated_at
110332824,"{""plan"": ""monthly"", ""amount"": 3410, ""currency"": ""USD""}",3410,USD,monthly,2023-12-19T00:00:00Z,edupublishing.example,contact747@edupublishing.example,209,1747,education,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""David Kim"", ""region"": ""north"", ""priority"": 1}",David Kim,1,north,premium,enterprise,Educational Publishing House #747,2024-01-11T00:00:00Z
56923813,,,,,2024-05-13T00:00:00Z,sustainablefashion.example,contact748@sustainablefashion.example,325,1748,fashion,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""north"", ""priority"": 2}",David Kim,2,north,standard,enterprise,Sustainable Fashion Brand #748,2024-06-28T00:00:00Z
164882708,,,,,2023-06-27T00:00:00Z,advancedmfg.example,contact749@advancedmfg.example,339,1749,manufacturing,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""David Kim"", ""region"": ""north"", ""priority"": 1}",David Kim,1,north,premium,professional,Advanced Manufacturing Corp #749,2023-12-06T00:00:00Z
92195618,,,,,2023-07-19T00:00:00Z,digitalmarketing.example,contact750@digitalmarketing.example,590,1750,marketing,"{""salesforce"": false, ""hubspot"": true, ""slack"": false}",True,False,False,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Jordan Lee"", ""region"": ""north"", ""priority"": 3}",Jordan Lee,3,north,premium,starter,Digital Marketing Agency #750,2023-08-09T00:00:00Z
120350674,,,,,2023-06-17T00:00:00Z,cloudservices.example,contact751@cloudservices.example,879,1751,cloud_computing,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Taylor Brown"", ""region"": ""south"", ""priority"": 4}",Taylor Brown,4,south,standard,starter,Cloud Services Provider #751,2023-12-24T00:00:00Z
82477855,,,,,2023-01-25T00:00:00Z,biotechresearch.example,contact752@biotechresearch.example,233,1752,biotechnology,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Sarah Johnson"", ""region"": ""west"", ""priority"": 2}",Sarah Johnson,2,west,premium,starter,Biotech Research Lab #752,2023-05-15T00:00:00Z
60510760,,,,,2023-09-18T00:00:00Z,urbanplanning.example,contact753@urbanplanning.example,754,1753,consulting,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""central"", ""priority"": 2}",Lisa Wang,2,central,premium,starter,Urban Planning Consultants #753,2024-04-03T00:00:00Z
49937182,"{""plan"": ""monthly"", ""amount"": 423, ""currency"": ""USD""}",423,USD,monthly,2023-07-01T00:00:00Z,renewableresources.example,contact754@renewableresources.example,180,1754,energy,"{""salesforce"": true, ""hubspot"": false, ""slack"": true}",False,True,True,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""east"", ""priority"": 4}",Lisa Wang,4,east,premium,starter,Renewable Resources Corp #754,2023-11-18T00:00:00Z
101270333,,,,,2024-04-18T00:00:00Z,mobileapp.example,contact755@mobileapp.example,863,1755,mobile,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Alex Thompson"", ""region"": ""east"", ""priority"": 1}",Alex Thompson,1,east,basic,enterprise,Mobile App Development #755,2024-09-07T00:00:00Z
184026286,,,,,2023-01-11T00:00:00Z,dataanalytics.example,contact756@dataanalytics.example,978,1756,analytics,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Morgan Davis"", ""region"": ""central"", ""priority"": 4}",Morgan Davis,4,central,standard,professional,Data Analytics Firm #756,2023-01-25T00:00:00Z
139324384,"{""plan"": ""annual"", ""amount"": 6631, ""currency"": ""USD""}",6631,USD,annual,2023-02-13T00:00:00Z,cybersecurity.example,contact757@cybersecurity.example,600,1757,security,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""David Kim"", ""region"": ""central"", ""priority"": 1}",David Kim,1,central,premium,enterprise,Cybersecurity Solutions #757,2023-04-25T00:00:00Z
3846715,,,,,2024-01-01T00:00:00Z,ecommerce.example,contact758@ecommerce.example,170,1758,retail,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Casey Miller"", ""region"": ""south"", ""priority"": 2}",Casey Miller,2,south,standard,professional,E-commerce Platform #758,2024-01-19T00:00:00Z
62911203,,,,,2023-01-29T00:00:00Z,airesearch.example,contact759@airesearch.example,954,1759,research,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Sarah Johnson"", ""region"": ""east"", ""priority"": 4}",Sarah Johnson,4,east,basic,professional,AI Research Institute #759,2023-05-29T00:00:00Z
58918195,,,,,2023-11-09T00:00:00Z,techsolutions.example,contact760@techsolutions.example,338,1760,technology,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Jordan Lee"", ""region"": ""south"", ""priority"": 2}",Jordan Lee,2,south,standard,enterprise,Tech Solutions Inc #760,2023-12-14T00:00:00Z
143452708,,,,,2023-10-04T00:00:00Z,greenenergy.example,contact761@greenenergy.example,125,1761,renewable_energy,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""David Kim"", ""region"": ""south"", ""priority"": 5}",David Kim,5,south,basic,professional,Green Energy Co #761,2024-04-10T00:00:00Z
62196885,,,,,2024-02-03T00:00:00Z,creativedesign.example,contact762@creativedesign.example,951,1762,design,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Casey Miller"", ""region"": ""east"", ""priority"": 5}",Casey Miller,5,east,premium,professional,Creative Design Studio #762,2024-08-15T00:00:00Z
9664880,,,,,2023-10-02T00:00:00Z,globallogistics.example,contact763@globallogistics.example,732,1763,logistics,"{""salesforce"": true, ""hubspot"": true, ""slack"": true}",True,True,True,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""west"", ""priority"": 2}",Casey Miller,2,west,basic,enterprise,Global Logistics LLC #763,2024-03-16T00:00:00Z
9055395,,,,,2023-04-06T00:00:00Z,healthwellness.example,contact764@healthwellness.example,268,1764,healthcare,"{""salesforce"": true, ""hubspot"": true, ""slack"": false}",True,True,False,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Jordan Lee"", ""region"": ""central"", ""priority"": 1}",Jordan Lee,1,central,premium,enterprise,Health & Wellness Center #764,2023-05-15T00:00:00Z
96362623,,,,,2023-04-29T00:00:00Z,innovativesoftware.example,contact765@innovativesoftware.example,163,1765,software,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Alex Thompson"", ""region"": ""north"", ""priority"": 5}",Alex Thompson,5,north,premium,enterprise,Innovative Software Labs #765,2023-07-22T00:00:00Z
146378210,"{""plan"": ""annual"", ""amount"": 3709, ""currency"": ""USD""}",3709,USD,annual,2024-03-17T00:00:00Z,artisancoffee.example,contact766@artisancoffee.example,895,1766,food_beverage,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Alex Thompson"", ""region"": ""central"", ""priority"": 1}",Alex Thompson,1,central,standard,starter,Artisan Coffee Roasters #766,2024-06-01T00:00:00Z
132406948,"{""plan"": ""monthly"", ""amount"": 2526, ""currency"": ""USD""}",2526,USD,monthly,2023-03-16T00:00:00Z,edupublishing.example,contact767@edupublishing.example,971,1767,education,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Casey Miller"", ""region"": ""central"", ""priority"": 1}",Casey Miller,1,central,standard,enterprise,Educational Publishing House #767,2023-06-07T00:00:00Z
169696715,"{""plan"": ""annual"", ""amount"": 7064, ""currency"": ""USD""}",7064,USD,annual,2023-02-22T00:00:00Z,sustainablefashion.example,contact768@sustainablefashion.example,47,1768,fashion,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""east"", ""priority"": 1}",Lisa Wang,1,east,standard,professional,Sustainable Fashion Brand #768,2023-08-16T00:00:00Z
156455736,,,,,2023-12-14T00:00:00Z,advancedmfg.example,contact769@advancedmfg.example,56,1769,manufacturing,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""south"", ""priority"": 2}",Emily Rodriguez,2,south,standard,professional,Advanced Manufacturing Corp #769,2024-03-04T00:00:00Z
120044984,"{""plan"": ""monthly"", ""amount"": 7228, ""currency"": ""USD""}",7228,USD,monthly,2024-04-11T00:00:00Z,digitalmarketing.example,contact770@digitalmarketing.example,653,1770,marketing,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Sarah Johnson"", ""region"": ""south"", ""priority"": 5}",Sarah Johnson,5,south,standard,professional,Digital Marketing Agency #770,2024-06-06T00:00:00Z
90866399,,,,,2023-02-03T00:00:00Z,cloudservices.example,contact771@cloudservices.example,574,1771,cloud_computing,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Alex Thompson"", ""region"": ""west"", ""priority"": 3}",Alex Thompson,3,west,standard,professional,Cloud Services Provider #771,2023-07-16T00:00:00Z
38959960,"{""plan"": ""monthly"", ""amount"": 4430, ""currency"": ""USD""}",4430,USD,monthly,2023-05-16T00:00:00Z,biotechresearch.example,contact772@biotechresearch.example,263,1772,biotechnology,"{""salesforce"": true, ""hubspot"": false, ""slack"": true}",False,True,True,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Taylor Brown"", ""region"": ""north"", ""priority"": 1}",Taylor Brown,1,north,basic,professional,Biotech Research Lab #772,2023-09-23T00:00:00Z
50897034,,,,,2024-02-23T00:00:00Z,urbanplanning.example,contact773@urbanplanning.example,885,1773,consulting,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""David Kim"", ""region"": ""west"", ""priority"": 3}",David Kim,3,west,premium,starter,Urban Planning Consultants #773,2024-03-26T00:00:00Z
189218813,,,,,2023-05-11T00:00:00Z,renewableresources.example,contact774@renewableresources.example,715,1774,energy,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Michael Chen"", ""region"": ""east"", ""priority"": 1}",Michael Chen,1,east,standard,starter,Renewable Resources Corp #774,2023-05-12T00:00:00Z
150536270,,,,,2023-08-31T00:00:00Z,mobileapp.example,contact775@mobileapp.example,488,1775,mobile,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Sarah Johnson"", ""region"": ""south"", ""priority"": 3}",Sarah Johnson,3,south,premium,professional,Mobile App Development #775,2024-02-15T00:00:00Z
147078927,,,,,2024-04-08T00:00:00Z,dataanalytics.example,contact776@dataanalytics.example,553,1776,analytics,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Taylor Brown"", ""region"": ""west"", ""priority"": 2}",Taylor Brown,2,west,premium,enterprise,Data Analytics Firm #776,2024-07-30T00:00:00Z
40360065,,,,,2023-07-03T00:00:00Z,cybersecurity.example,contact777@cybersecurity.example,162,1777,security,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Taylor Brown"", ""region"": ""east"", ""priority"": 5}",Taylor Brown,5,east,basic,enterprise,Cybersecurity Solutions #777,2023-11-14T00:00:00Z
129387197,,,,,2023-05-31T00:00:00Z,ecommerce.example,contact778@ecommerce.example,35,1778,retail,"{""salesforce"": false, ""hubspot"": false, ""slack"": false}",False,False,False,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""central"", ""priority"": 1}",Casey Miller,1,central,basic,professional,E-commerce Platform #778,2023-08-16T00:00:00Z
168497073,,,,,2023-07-03T00:00:00Z,airesearch.example,contact779@airesearch.example,943,1779,research,"{""salesforce"": false, ""hubspot"": false, ""slack"": false}",False,False,False,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""David Kim"", ""region"": ""south"", ""priority"": 1}",David Kim,1,south,premium,enterprise,AI Research Institute #779,2023-10-02T00:00:00Z
124718607,,,,,2024-04-09T00:00:00Z,techsolutions.example,contact780@techsolutions.example,677,1780,technology,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Alex Thompson"", ""region"": ""west"", ""priority"": 4}",Alex Thompson,4,west,premium,professional,Tech Solutions Inc #780,2024-05-27T00:00:00Z
21673666,,,,,2023-04-21T00:00:00Z,greenenergy.example,contact781@greenenergy.example,532,1781,renewable_energy,"{""salesforce"": false, ""hubspot"": true, ""slack"": true}",True,False,True,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Jordan Lee"", ""region"": ""south"", ""priority"": 2}",Jordan Lee,2,south,basic,enterprise,Green Energy Co #781,2023-10-12T00:00:00Z
172828532,,,,,2023-05-08T00:00:00Z,creativedesign.example,contact782@creativedesign.example,316,1782,design,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""west"", ""priority"": 5}",Casey Miller,5,west,basic,starter,Creative Design Studio #782,2023-09-13T00:00:00Z
155955782,"{""plan"": ""annual"", ""amount"": 2152, ""currency"": ""USD""}",2152,USD,annual,2023-12-10T00:00:00Z,globallogistics.example,contact783@globallogistics.example,58,1783,logistics,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Sarah Johnson"", ""region"": ""west"", ""priority"": 1}",Sarah Johnson,1,west,premium,professional,Global Logistics LLC #783,2024-01-18T00:00:00Z
82268783,,,,,2023-09-13T00:00:00Z,healthwellness.example,contact784@healthwellness.example,998,1784,healthcare,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Taylor Brown"", ""region"": ""central"", ""priority"": 4}",Taylor Brown,4,central,basic,enterprise,Health & Wellness Center #784,2024-01-20T00:00:00Z
160478929,"{""plan"": ""annual"", ""amount"": 5275, ""currency"": ""USD""}",5275,USD,annual,2023-01-27T00:00:00Z,innovativesoftware.example,contact785@innovativesoftware.example,639,1785,software,"{""salesforce"": true, ""hubspot"": true, ""slack"": false}",True,True,False,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Alex Thompson"", ""region"": ""central"", ""priority"": 1}",Alex Thompson,1,central,basic,professional,Innovative Software Labs #785,2023-04-27T00:00:00Z
116587622,"{""plan"": ""annual"", ""amount"": 5488, ""currency"": ""USD""}",5488,USD,annual,2023-04-29T00:00:00Z,artisancoffee.example,contact786@artisancoffee.example,210,1786,food_beverage,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Alex Thompson"", ""region"": ""south"", ""priority"": 5}",Alex Thompson,5,south,standard,professional,Artisan Coffee Roasters #786,2023-09-01T00:00:00Z
9523634,,,,,2023-01-10T00:00:00Z,edupublishing.example,contact787@edupublishing.example,57,1787,education,"{""salesforce"": true, ""hubspot"": true, ""slack"": true}",True,True,True,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Michael Chen"", ""region"": ""south"", ""priority"": 5}",Michael Chen,5,south,standard,starter,Educational Publishing House #787,2023-05-25T00:00:00Z
168928981,,,,,2023-04-05T00:00:00Z,sustainablefashion.example,contact788@sustainablefashion.example,65,1788,fashion,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Michael Chen"", ""region"": ""central"", ""priority"": 4}",Michael Chen,4,central,standard,enterprise,Sustainable Fashion Brand #788,2023-06-26T00:00:00Z
137030318,,,,,2023-01-13T00:00:00Z,advancedmfg.example,contact789@advancedmfg.example,976,1789,manufacturing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Taylor Brown"", ""region"": ""central"", ""priority"": 5}",Taylor Brown,5,central,standard,enterprise,Advanced Manufacturing Corp #789,2023-05-07T00:00:00Z
164888855,,,,,2023-07-02T00:00:00Z,digitalmarketing.example,contact790@digitalmarketing.example,906,1790,marketing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Morgan Davis"", ""region"": ""east"", ""priority"": 4}",Morgan Davis,4,east,standard,enterprise,Digital Marketing Agency #790,2023-08-18T00:00:00Z
146627337,"{""plan"": ""monthly"", ""amount"": 2434, ""currency"": ""USD""}",2434,USD,monthly,2023-09-18T00:00:00Z,cloudservices.example,contact791@cloudservices.example,524,1791,cloud_computing,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Michael Chen"", ""region"": ""central"", ""priority"": 5}",Michael Chen,5,central,premium,professional,Cloud Services Provider #791,2023-11-20T00:00:00Z
109321263,"{""plan"": ""monthly"", ""amount"": 3286, ""currency"": ""USD""}",3286,USD,monthly,2023-06-26T00:00:00Z,biotechresearch.example,contact792@biotechresearch.example,290,1792,biotechnology,"{""salesforce"": true, ""hubspot"": false, ""slack"": false}",False,True,False,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""north"", ""priority"": 5}",Emily Rodriguez,5,north,standard,professional,Biotech Research Lab #792,2023-08-13T00:00:00Z
179961381,,,,,2023-11-19T00:00:00Z,urbanplanning.example,contact793@urbanplanning.example,735,1793,consulting,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Jordan Lee"", ""region"": ""central"", ""priority"": 1}",Jordan Lee,1,central,premium,professional,Urban Planning Consultants #793,2024-03-27T00:00:00Z
68317407,,,,,2023-10-20T00:00:00Z,renewableresources.example,contact794@renewableresources.example,880,1794,energy,"{""salesforce"": true, ""hubspot"": false, ""slack"": false}",False,True,False,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Alex Thompson"", ""region"": ""north"", ""priority"": 1}",Alex Thompson,1,north,premium,professional,Renewable Resources Corp #794,2023-12-11T00:00:00Z
137022765,,,,,2023-06-15T00:00:00Z,mobileapp.example,contact795@mobileapp.example,358,1795,mobile,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Alex Thompson"", ""region"": ""north"", ""priority"": 5}",Alex Thompson,5,north,basic,starter,Mobile App Development #795,2023-11-13T00:00:00Z
100622085,,,,,2023-03-14T00:00:00Z,dataanalytics.example,contact796@dataanalytics.example,814,1796,analytics,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""west"", ""priority"": 4}",Emily Rodriguez,4,west,premium,starter,Data Analytics Firm #796,2023-06-28T00:00:00Z
48206539,,,,,2023-09-24T00:00:00Z,cybersecurity.example,contact797@cybersecurity.example,914,1797,security,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""David Kim"", ""region"": ""south"", ""priority"": 2}",David Kim,2,south,premium,starter,Cybersecurity Solutions #797,2024-01-11T00:00:00Z
140556815,,,,,2023-08-28T00:00:00Z,ecommerce.example,contact798@ecommerce.example,738,1798,retail,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Morgan Davis"", ""region"": ""north"", ""priority"": 2}",Morgan Davis,2,north,premium,enterprise,E-commerce Platform #798,2023-12-10T00:00:00Z
104152177,,,,,2023-01-03T00:00:00Z,airesearch.example,contact799@airesearch.example,312,1799,research,"{""salesforce"": false, ""hubspot"": false, ""slack"": false}",False,False,False,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Jordan Lee"", ""region"": ""south"", ""priority"": 4}",Jordan Lee,4,south,standard,professional,AI Research Institute #799,2023-05-22T00:00:00Z
59356624,,,,,2023-10-26T00:00:00Z,techsolutions.example,contact800@techsolutions.example,310,1800,technology,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Sarah Johnson"", ""region"": ""south"", ""priority"": 1}",Sarah Johnson,1,south,premium,starter,Tech Solutions Inc #800,2023-12-16T00:00:00Z
195206481,,,,,2024-03-09T00:00:00Z,greenenergy.example,contact801@greenenergy.example,461,1801,renewable_energy,"{""salesforce"": false, ""hubspot"": true, ""slack"": false}",True,False,False,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Taylor Brown"", ""region"": ""north"", ""priority"": 2}",Taylor Brown,2,north,premium,professional,Green Energy Co #801,2024-07-15T00:00:00Z
9491026,,,,,2023-11-13T00:00:00Z,creativedesign.example,contact802@creativedesign.example,448,1802,design,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""central"", ""priority"": 1}",Casey Miller,1,central,basic,enterprise,Creative Design Studio #802,2024-03-28T00:00:00Z
138036091,,,,,2023-10-16T00:00:00Z,globallogistics.example,contact803@globallogistics.example,190,1803,logistics,"{""salesforce"": false, ""hubspot"": false, ""slack"": false}",False,False,False,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Morgan Davis"", ""region"": ""north"", ""priority"": 4}",Morgan Davis,4,north,premium,starter,Global Logistics LLC #803,2024-03-18T00:00:00Z
103598197,,,,,2023-09-17T00:00:00Z,healthwellness.example,contact804@healthwellness.example,336,1804,healthcare,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Lisa Wang"", ""region"": ""central"", ""priority"": 1}",Lisa Wang,1,central,basic,enterprise,Health & Wellness Center #804,2024-03-21T00:00:00Z
26542343,,,,,2024-04-05T00:00:00Z,innovativesoftware.example,contact805@innovativesoftware.example,796,1805,software,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Jordan Lee"", ""region"": ""west"", ""priority"": 2}",Jordan Lee,2,west,standard,enterprise,Innovative Software Labs #805,2024-08-13T00:00:00Z
198480461,"{""plan"": ""annual"", ""amount"": 4383, ""currency"": ""USD""}",4383,USD,annual,2024-03-02T00:00:00Z,artisancoffee.example,contact806@artisancoffee.example,539,1806,food_beverage,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Morgan Davis"", ""region"": ""south"", ""priority"": 2}",Morgan Davis,2,south,basic,enterprise,Artisan Coffee Roasters #806,2024-07-22T00:00:00Z
42567872,"{""plan"": ""annual"", ""amount"": 4251, ""currency"": ""USD""}",4251,USD,annual,2024-03-19T00:00:00Z,edupublishing.example,contact807@edupublishing.example,946,1807,education,"{""salesforce"": true, ""hubspot"": true, ""slack"": false}",True,True,False,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""south"", ""priority"": 3}",Lisa Wang,3,south,premium,professional,Educational Publishing House #807,2024-06-17T00:00:00Z
75081454,,,,,2024-04-25T00:00:00Z,sustainablefashion.example,contact808@sustainablefashion.example,514,1808,fashion,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Taylor Brown"", ""region"": ""east"", ""priority"": 3}",Taylor Brown,3,east,standard,starter,Sustainable Fashion Brand #808,2024-06-04T00:00:00Z
63525026,,,,,2024-03-11T00:00:00Z,advancedmfg.example,contact809@advancedmfg.example,935,1809,manufacturing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Michael Chen"", ""region"": ""north"", ""priority"": 5}",Michael Chen,5,north,standard,enterprise,Advanced Manufacturing Corp #809,2024-09-22T00:00:00Z
102512445,,,,,2023-02-22T00:00:00Z,digitalmarketing.example,contact810@digitalmarketing.example,887,1810,marketing,"{""salesforce"": true, ""hubspot"": false, ""slack"": false}",False,True,False,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""central"", ""priority"": 4}",Lisa Wang,4,central,standard,starter,Digital Marketing Agency #810,2023-07-09T00:00:00Z
175609720,,,,,2023-02-07T00:00:00Z,cloudservices.example,contact811@cloudservices.example,64,1811,cloud_computing,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Morgan Davis"", ""region"": ""west"", ""priority"": 5}",Morgan Davis,5,west,basic,professional,Cloud Services Provider #811,2023-05-05T00:00:00Z
42469739,,,,,2024-03-21T00:00:00Z,biotechresearch.example,contact812@biotechresearch.example,859,1812,biotechnology,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""west"", ""priority"": 4}",Lisa Wang,4,west,standard,professional,Biotech Research Lab #812,2024-04-14T00:00:00Z
95677974,,,,,2024-05-06T00:00:00Z,urbanplanning.example,contact813@urbanplanning.example,923,1813,consulting,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Casey Miller"", ""region"": ""south"", ""priority"": 4}",Casey Miller,4,south,standard,starter,Urban Planning Consultants #813,2024-05-17T00:00:00Z
120444637,,,,,2023-09-12T00:00:00Z,renewableresources.example,contact814@renewableresources.example,787,1814,energy,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Alex Thompson"", ""region"": ""east"", ""priority"": 2}",Alex Thompson,2,east,basic,enterprise,Renewable Resources Corp #814,2024-03-10T00:00:00Z
172589814,"{""plan"": ""monthly"", ""amount"": 339, ""currency"": ""USD""}",339,USD,monthly,2023-10-31T00:00:00Z,mobileapp.example,contact815@mobileapp.example,455,1815,mobile,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""west"", ""priority"": 3}",Emily Rodriguez,3,west,basic,professional,Mobile App Development #815,2023-12-12T00:00:00Z
167871206,,,,,2023-07-08T00:00:00Z,dataanalytics.example,contact816@dataanalytics.example,279,1816,analytics,"{""salesforce"": true, ""hubspot"": true, ""slack"": true}",True,True,True,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Morgan Davis"", ""region"": ""south"", ""priority"": 2}",Morgan Davis,2,south,standard,starter,Data Analytics Firm #816,2023-07-11T00:00:00Z
12559960,"{""plan"": ""monthly"", ""amount"": 3105, ""currency"": ""USD""}",3105,USD,monthly,2023-07-06T00:00:00Z,cybersecurity.example,contact817@cybersecurity.example,282,1817,security,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""east"", ""priority"": 5}",Lisa Wang,5,east,premium,starter,Cybersecurity Solutions #817,2024-01-02T00:00:00Z
29894026,"{""plan"": ""annual"", ""amount"": 1668, ""currency"": ""USD""}",1668,USD,annual,2023-04-20T00:00:00Z,ecommerce.example,contact818@ecommerce.example,86,1818,retail,"{""salesforce"": true, ""hubspot"": true, ""slack"": false}",True,True,False,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Morgan Davis"", ""region"": ""east"", ""priority"": 3}",Morgan Davis,3,east,standard,enterprise,E-commerce Platform #818,2023-08-03T00:00:00Z
124468510,,,,,2023-02-20T00:00:00Z,airesearch.example,contact819@airesearch.example,796,1819,research,"{""salesforce"": false, ""hubspot"": true, ""slack"": false}",True,False,False,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Taylor Brown"", ""region"": ""central"", ""priority"": 2}",Taylor Brown,2,central,standard,professional,AI Research Institute #819,2023-03-16T00:00:00Z
59702542,,,,,2023-12-01T00:00:00Z,techsolutions.example,contact820@techsolutions.example,602,1820,technology,"{""salesforce"": true, ""hubspot"": false, ""slack"": false}",False,True,False,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Michael Chen"", ""region"": ""west"", ""priority"": 1}",Michael Chen,1,west,standard,enterprise,Tech Solutions Inc #820,2024-06-17T00:00:00Z
